Id,Amount,Currency,Year,Work experience,Education,Company size,Designation,Status,Created at,Updated at,Primary technology,Pegged salary,Advice,Company base lk,Id [Salary votes],Vote type [Salary votes],Created at [Salary votes],Updated at [Salary votes]
149,300000,LKR,2022,4_to_6,masters,50_to_100,senior_functional_consultant,approved,5/31/2022 16:30,5/31/2022 16:30,it_infrastructure,TRUE, - ,TRUE,,,,
150,150000,LKR,2022,4_to_6,bachelors_degree,more_than_500,senior_system_engineer,approved,5/31/2022 17:59,5/31/2022 17:59, - ,FALSE, - ,TRUE,,,,
151,107000,LKR,2022,1_to_3,bachelors_degree,20_to_50,associate_devops_engineer,approved,5/31/2022 20:07,5/31/2022 20:07,python,TRUE, - ,TRUE,,,,
152,10000,USD,2022,7_to_9,bachelors_degree,100_to_500,software_engineer,rejected,6/1/2022 0:44,6/11/2022 15:43,php,TRUE,"Market your self
- Personal blog
- Twitter
- Github",TRUE,,,,
153,494000,LKR,2022,7_to_9,bachelors_degree,100_to_500, - ,approved,6/1/2022 1:30,6/1/2022 1:30, - ,TRUE,Pega is the Technology,TRUE,,,,
154,494000,LKR,2022,7_to_9,bachelors_degree,100_to_500,associate_tech_lead,approved,6/1/2022 1:34,6/1/2022 1:34, - ,TRUE,Pega is the Technology,TRUE,,,,
155,1992,AUD,2022,4_to_6,bachelors_degree,more_than_500,tech_lead,approved,6/1/2022 2:51,6/1/2022 2:51,java,TRUE,Don’t go to the companies which have local clients. They’re salary range is pretty low and no proper technical stuff to learn. Always try companies with foreign clients.,TRUE,,,,
156,85000,LKR,2022,0_to_1,bachelors_degree,20_to_50,associate_software_engineer,approved,6/1/2022 4:46,6/1/2022 4:46,reactjs,FALSE, - ,TRUE,,,,
157,125000,LKR,2022,4_to_6,diploma,50_to_100,software_engineer,approved,6/1/2022 5:39,6/1/2022 5:39,php,FALSE, - ,TRUE,,,,
158,6800,SGD,2022,4_to_6,bachelors_degree,more_than_500,senior_software_engineer,approved,6/1/2022 6:54,6/1/2022 6:54,java,FALSE,"Update yourself. If you are not satisfied with your current salary, inform your company or change the company. ",FALSE,,,,
159,440000,LKR,2022,4_to_6,bachelors_degree,more_than_500,tech_lead,approved,6/1/2022 6:56,6/1/2022 6:56, - ,FALSE, - ,TRUE,,,,
160,2350,USD,2022,7_to_9, - , - , - ,approved,6/1/2022 7:15,6/1/2022 7:15, - ,TRUE, - ,TRUE,,,,
161,280000,LKR,2022,10_to_14,masters,100_to_500,senior_qa_lead,approved,6/1/2022 11:12,6/1/2022 11:12, - ,FALSE, - ,TRUE,,,,
162,900,USD,2022,1_to_3,bachelors_degree,50_to_100,software_engineer,approved,6/1/2022 13:55,6/1/2022 13:55,java,TRUE, - ,TRUE,,,,
163,200000,LKR,2022,1_to_3,bachelors_degree,50_to_100,associate_tech_lead,approved,6/2/2022 3:03,6/2/2022 3:03,.net,FALSE, - ,TRUE,,,,
164,130000,LKR,2022,1_to_3,bachelors_degree,more_than_500,business_analyst,approved,6/2/2022 3:35,6/2/2022 3:35, - ,FALSE, - ,TRUE,,,,
165,130000,LKR,2022,4_to_6,bachelors_degree,below_10,senior_software_engineer,approved,6/2/2022 10:29,6/2/2022 10:29,javascript,FALSE, - ,TRUE,,,,
166,200000,LKR,2022,4_to_6,bachelors_degree,below_10,senior_software_engineer,approved,6/2/2022 11:28,6/2/2022 11:28,node_js,TRUE, - ,TRUE,,,,
167,290000,LKR,2022,4_to_6,masters,100_to_500,senior_software_engineer,approved,6/2/2022 23:58,6/2/2022 23:58, - ,FALSE, - ,TRUE,,,,
168,2000,USD,2021,4_to_6,bachelors_degree,10_to_20,tech_lead,approved,6/3/2022 11:15,6/3/2022 11:15,c#,TRUE,"Work hard, stay committed and always always!! focus on the fundamentals. once you have a solid base with your fundamentals learning technology is not at all a daunting task",TRUE,,,,
169,160000,LKR,2022,1_to_3,bachelors_degree,50_to_100,software_engineer,approved,6/3/2022 17:51,6/3/2022 17:51,sql,TRUE, - ,TRUE,,,,
170,180000,LKR,2022,4_to_6,bachelors_degree,100_to_500,software_engineer,approved,6/5/2022 0:38,6/5/2022 0:38,java,FALSE, - ,TRUE,,,,
171,200000,LKR,2022,7_to_9,bachelors_degree,more_than_500,associate_tech_lead,approved,6/5/2022 4:10,6/5/2022 4:10,java,FALSE,Informatics pvt Ltd 🤕,TRUE,,,,
172,1750,USD,2022,7_to_9,bachelors_degree,50_to_100,tech_lead,approved,6/5/2022 14:32,6/5/2022 14:32,php,TRUE, - ,TRUE,,,,
173,75000,LKR,2022,1_to_3,bachelors_degree,more_than_500,associate_software_engineer,approved,6/6/2022 4:54,6/6/2022 4:54,java,FALSE, - ,TRUE,,,,
174,2350,LKR,2022,10_to_14,higher_diploma,100_to_500,tech_lead,rejected,6/6/2022 5:49,6/12/2022 17:46,it_infrastructure,TRUE, - ,TRUE,,,,
175,2350,USD,2022,10_to_14,higher_diploma,100_to_500,tech_lead,approved,6/6/2022 5:50,6/6/2022 5:50,it_infrastructure,TRUE, - ,TRUE,,,,
176,965,AUD,2022,7_to_9,bachelors_degree,50_to_100,project_manager,approved,6/6/2022 6:59,6/6/2022 6:59,java,TRUE, - ,FALSE,,,,
177,175000,LKR,2022,1_to_3,bachelors_degree,more_than_500,soc_engineer,approved,6/6/2022 10:54,6/6/2022 10:54,it_infrastructure,FALSE,Gain skills,TRUE,,,,
178,282000,LKR,2021,10_to_14,masters,20_to_50,project_manager,approved,6/7/2022 2:11,6/7/2022 2:11,.net,FALSE,Get yourself certified. Negotiate on salary.,TRUE,,,,
179,158000,LKR,2018,4_to_6,bachelors_degree,100_to_500,associate_project_manager,approved,6/7/2022 2:15,6/7/2022 2:15,.net,FALSE, - ,TRUE,,,,
180,320000,LKR,2022,10_to_14,masters,20_to_50,project_manager,approved,6/7/2022 2:17,6/7/2022 2:17, - ,FALSE, - ,TRUE,,,,
181,128000,LKR,2017,4_to_6,bachelors_degree,100_to_500,qa_lead,approved,6/7/2022 2:20,6/7/2022 2:20,.net,FALSE, - ,TRUE,,,,
182,1600,USD,2022,1_to_3,bachelors_degree,more_than_500,software_engineer,approved,6/7/2022 2:32,6/7/2022 2:32,java,TRUE, - ,TRUE,,,,
183,1103,USD,2022,4_to_6,bachelors_degree,20_to_50,senior_qa_engineer,approved,6/11/2022 3:05,6/11/2022 3:05,selenium,TRUE, - ,TRUE,,,,
184,180000,LKR,2022,4_to_6,bachelors_degree,more_than_500,senior_qa_engineer,approved,6/11/2022 3:23,6/11/2022 3:23,java,FALSE, - ,TRUE,,,,
185,400000,LKR,2022,7_to_9,bachelors_degree,20_to_50,associate_tech_lead,approved,6/11/2022 3:26,6/11/2022 3:26,javascript,TRUE,Learn new technologies. Always search new technologies  and releases of current frameworks.,TRUE,,,,
186,1000,LKR,2022,4_to_6,bachelors_degree,50_to_100,software_engineer,rejected,6/11/2022 3:43,6/12/2022 17:45,reactjs,TRUE, - ,TRUE,27,fake,6/11/2022 3:56,6/11/2022 3:56
187,270000,LKR,2022,4_to_6,bachelors_degree,100_to_500,senior_qa_engineer,approved,6/11/2022 3:56,6/11/2022 3:56, - ,TRUE, - ,TRUE,,,,
188,306800,LKR,2022,1_to_3,bachelors_degree,100_to_500,senior_software_engineer,approved,6/11/2022 3:59,6/11/2022 3:59,cloud,FALSE, - ,TRUE,,,,
189,140000,LKR,2022,7_to_9,bachelors_degree,more_than_500,senior_business_analyst,approved,6/11/2022 4:10,6/11/2022 4:10,sql,FALSE,We are low paying company which has promised 25% increament next month. Which is still very low for a international org with the current situation in Sri Lanka,TRUE,,,,
190,180000,LKR,2022,4_to_6,bachelors_degree,100_to_500,senior_qa_engineer,approved,6/11/2022 4:21,6/11/2022 4:21, - ,FALSE, - ,TRUE,,,,
191,300000,LKR,2022,7_to_9,masters,50_to_100,system_engineer,approved,6/11/2022 4:23,6/11/2022 4:23,it_infrastructure,TRUE, - ,TRUE,,,,
192,300000,LKR,2022,4_to_6,bachelors_degree,more_than_500,senior_software_engineer,approved,6/11/2022 4:28,6/11/2022 4:28,java,FALSE,When you are doing something search/learn about it from the scratch and get the fully idea rather just finishing the task.,TRUE,,,,
193,70000,LKR,2022,1_to_3,higher_diploma,20_to_50,associate_software_engineer,approved,6/11/2022 4:33,6/11/2022 4:33,php,FALSE, - ,TRUE,,,,
194,550000,LKR,2022,10_to_14,masters,more_than_500,senior_functional_consultant,approved,6/11/2022 4:38,6/11/2022 4:38, - ,FALSE, - ,TRUE,,,,
195,900,LKR,2022,4_to_6,bachelors_degree,100_to_500,senior_ui_ux_engineer,rejected,6/11/2022 4:42,6/12/2022 17:45,html,TRUE,Create a portfolio of your own work to showcase your work,TRUE,,,,
196,1917,USD,2022,4_to_6,bachelors_degree,more_than_500,senior_qa_engineer,approved,6/11/2022 4:44,6/11/2022 4:44,java,TRUE, - ,TRUE,,,,
197,400000,LKR,2022,4_to_6,masters,10_to_20,associate_tech_lead,approved,6/11/2022 4:45,6/11/2022 4:45,javascript,TRUE,Don't try to learn everything. Try to pick one thing and learn that in depth. Then you can learn new things easily based on your previous knowledge.,TRUE,,,,
198,185000,LKR,2021,4_to_6,bachelors_degree,100_to_500,senior_business_analyst,approved,6/11/2022 4:46,6/11/2022 4:46, - ,FALSE, - ,TRUE,,,,
199,300000,LKR,2022,4_to_6,bachelors_degree,more_than_500,senior_business_analyst,approved,6/11/2022 4:49,6/11/2022 4:49, - ,FALSE, - ,TRUE,,,,
200,235000,LKR,2022,1_to_3,masters,10_to_20, - ,approved,6/11/2022 4:51,6/11/2022 4:51,python,TRUE, - ,TRUE,,,,
201,1000,USD,2022,1_to_3,bachelors_degree,100_to_500,devops_engineer,approved,6/11/2022 4:51,6/11/2022 4:51,cloud,TRUE, - ,TRUE,,,,
202,3146,USD,2022,7_to_9,bachelors_degree,more_than_500,tech_lead,approved,6/11/2022 4:54,6/11/2022 4:54,java,TRUE,"- Be strong on your fundamentals
- Explore and experience all parts of the stack. Don't limit yourself to one part of the stack (backend, frontend)
- You don't have to master all the technologies that come and go. Be strong/expert in one programming language. If your fundamentals are strong you can switch to other languages with ease.
- Get some working knowledge of networking, k8s etc.
- Have a linkedIn profile and look at what other companies (specially foreign companies and tech giants like Google, Amazon, Facebook) are looking in a candidate.",TRUE,,,,
203,100000,LKR,2022,7_to_9,bachelors_degree,100_to_500,network_engineer,approved,6/11/2022 4:58,6/11/2022 4:58,networking,FALSE, - ,TRUE,,,,
204,82000,LKR,2022,1_to_3,diploma,50_to_100,associate_system_engineer,approved,6/11/2022 4:58,6/11/2022 4:58,it_infrastructure,FALSE,Work for professional certifications in respective fields,TRUE,,,,
205,1325,USD,2022,4_to_6,masters,more_than_500,senior_software_engineer,approved,6/11/2022 4:59,6/11/2022 4:59,java,TRUE,Dont focus about the salary in the beginning of your career. Focus about latest technologies and learn hard.,TRUE,,,,
206,1325,USD,2022,4_to_6,masters,more_than_500,senior_software_engineer,approved,6/11/2022 4:59,6/11/2022 4:59,java,TRUE,Dont focus about the salary in the beginning of your career. Focus about latest technologies and learn hard.,TRUE,,,,
207,150000,LKR,2021,1_to_3,bachelors_degree,100_to_500,associate_system_engineer,approved,6/11/2022 5:01,6/11/2022 5:01,it_infrastructure,FALSE, - ,TRUE,,,,
208,200000,LKR,2022,1_to_3,bachelors_degree,100_to_500,system_engineer,approved,6/11/2022 5:02,6/11/2022 5:02,it_infrastructure,FALSE, - ,TRUE,,,,
209,150000,LKR,2016,7_to_9,bachelors_degree,more_than_500, - ,approved,6/11/2022 5:02,6/11/2022 5:02, - ,FALSE, - ,TRUE,,,,
210,55000,LKR,2022,1_to_3,bachelors_degree,100_to_500, - ,approved,6/11/2022 5:04,6/11/2022 5:04,sql,FALSE, - ,TRUE,,,,
211,205000,LKR,2019,0_to_1,bachelors_degree,more_than_500,software_engineer,approved,6/11/2022 5:19,6/11/2022 5:19,java,FALSE, - ,TRUE,,,,
212,3000,USD,2022,4_to_6,bachelors_degree,more_than_500,tech_lead,approved,6/11/2022 5:41,6/11/2022 5:41,java,FALSE,"Invest on developing your soft skills (Specially communication). Be open to switch companies or teams if you can learn new things.
",TRUE,,,,
213,100000,SGD,2022,10_to_14,masters,more_than_500,technical_consultant,rejected,6/11/2022 5:57,6/11/2022 8:26, - ,FALSE,"Learn, practice and get certified , the money will come. Focus on improving the Glassdoor review system in Sri Lanka rather than reinventing the wheel. There is no way of marking the accuracy of the figures mentioned here. ",FALSE,,,,
214,60000,LKR,2022,1_to_3,bachelors_degree,more_than_500,software_engineer,approved,6/11/2022 5:59,6/11/2022 5:59,java,FALSE, - ,TRUE,,,,
215,550,GBP,2022,1_to_3,bachelors_degree,50_to_100,software_engineer,approved,6/11/2022 6:20,6/11/2022 6:20,php,TRUE, - ,TRUE,,,,
216,200000,LKR,2022,7_to_9,bachelors_degree,100_to_500,senior_network_engineer,approved,6/11/2022 6:30,6/11/2022 6:30,cloud,FALSE,"Do not stick with one single technology, learn more technolgies and enhance your skills beyond your network knowledge such as security, systems,automation, cloud and programming etc which will lead your to build colloborative technologies and frameworks for the company growth and it will take your knowledge to the next level.  Network is the centralized point for all the business modules. You should think about how do you going to increase your employees' efficiency, data security, automation technologies through your network technologies and framework to bring up your organization to the next level. 

Learn more and earn more!!!",TRUE,,,,
217,150000,LKR,2022,4_to_6,bachelors_degree,more_than_500,associate_project_manager,approved,6/11/2022 6:39,6/11/2022 6:39,system_administration,FALSE,"1. Choose your career path 
2. Gather experience 
3. Improve your knowledge and have some certifications 
4.work hard ",TRUE,,,,
218,405000,LKR,2022,1_to_3,bachelors_degree,more_than_500,associate_tech_lead,approved,6/11/2022 7:03,6/11/2022 7:03,system_administration,FALSE, - ,TRUE,,,,
219,150000,LKR,2022,10_to_14,higher_diploma,below_10,ui_ux_engineer,approved,6/11/2022 7:05,6/11/2022 7:05,swift,TRUE, - ,TRUE,,,,
220,580000,LKR,2022,15+,bachelors_degree,more_than_500,associate_architect,approved,6/11/2022 7:21,6/11/2022 7:21,java,TRUE,SyscoLABS,TRUE,,,,
221,2692,USD,2022,4_to_6,bachelors_degree,more_than_500,associate_tech_lead,approved,6/11/2022 7:26,6/11/2022 7:26,java,TRUE,"Search for new technologies and learn. Pick leaders, (not jobs) you want to work with. Change jobs until you find the role matches to you",TRUE,,,,
222,226000,LKR,2022,1_to_3,bachelors_degree,100_to_500,software_engineer,approved,6/11/2022 7:27,6/11/2022 7:27,java,TRUE,Develop applications as a hobby and stay updated always,TRUE,,,,
223,200000,LKR,2022,4_to_6,bachelors_degree,100_to_500, - ,approved,6/11/2022 7:33,6/11/2022 7:33, - ,FALSE, - ,TRUE,,,,
224,300000,LKR,2022,10_to_14,bachelors_degree,more_than_500,senior_devops_engineer,approved,6/11/2022 7:33,6/11/2022 7:33,it_infrastructure,FALSE,be updated and keep learning..,TRUE,,,,
225,385000,LKR,2022,7_to_9,bachelors_degree,more_than_500,senior_devops_engineer,approved,6/11/2022 7:39,6/11/2022 7:39,cloud,FALSE, - ,TRUE,,,,
226,540000,LKR,2022,4_to_6,bachelors_degree,100_to_500,senior_devops_engineer,approved,6/11/2022 7:43,6/11/2022 7:43, - ,TRUE, - ,TRUE,,,,
227,375000,LKR,2022,4_to_6,bachelors_degree,50_to_100,senior_devops_engineer,approved,6/11/2022 7:45,6/11/2022 7:45,cloud,FALSE, - ,TRUE,,,,
228,430000,LKR,2022,7_to_9,bachelors_degree,50_to_100,senior_devops_engineer,approved,6/11/2022 7:46,6/11/2022 7:46,it_infrastructure,FALSE, - ,TRUE,,,,
229,178000,LKR,2022,7_to_9,bachelors_degree,more_than_500,senior_business_analyst,approved,6/11/2022 7:48,6/11/2022 7:48, - ,FALSE, - ,TRUE,,,,
230,260000,LKR,2022,0_to_1,bachelors_degree,more_than_500,devops_engineer,approved,6/11/2022 7:49,6/11/2022 7:49,it_infrastructure,FALSE,Focus on certifications rather than acadamics,TRUE,,,,
231,370000,LKR,2022,4_to_6,bachelors_degree,50_to_100,senior_devops_engineer,approved,6/11/2022 7:49,6/11/2022 7:49,node_js,FALSE, - ,TRUE,,,,
232,1550,GBP,2022,10_to_14,bachelors_degree,50_to_100,tech_lead,approved,6/11/2022 8:07,6/11/2022 8:07,cloud,TRUE,"Look for a place giving good exposure, career growth opportunities and focus on the experience when you are just starting. Fancy benefits with a dead end career should be avoided for the betterment of future growth.",TRUE,,,,
233,5000,USD,2022,10_to_14,bachelors_degree,10_to_20,principle_software_engineer,approved,6/11/2022 8:16,6/11/2022 8:16,java,TRUE, - ,TRUE,,,,
234,1700,USD,2022,4_to_6,bachelors_degree,more_than_500,associate_qa_lead,approved,6/11/2022 8:41,6/11/2022 8:41,java,TRUE, - ,TRUE,,,,
235,2700,EUR,2022,10_to_14,bachelors_degree,50_to_100,architect,approved,6/11/2022 8:41,6/11/2022 8:41,php,TRUE,"Make sure to negotiate salary raises. It's a two-way street, you don't need to just accept whatever is given. Also, make it clear how you contribute to business goals. Speak the language of the person who decides your salary increments. ",TRUE,,,,
236,850,AUD,2022,4_to_6,higher_diploma,100_to_500,senior_software_engineer,approved,6/11/2022 9:05,6/11/2022 9:05,wordpress,TRUE, - ,TRUE,,,,
237,1875000,LKR,2022,1_to_3,bachelors_degree,more_than_500,software_engineer,rejected,6/11/2022 9:46,6/11/2022 15:38, - ,FALSE, - ,TRUE,,,,
238,25000000,LKR,2022,1_to_3, - ,100_to_500, - ,rejected,6/11/2022 9:47,6/11/2022 15:37, - ,FALSE, - ,TRUE,,,,
239,130000,LKR,2022,1_to_3,bachelors_degree,100_to_500,associate_qa_engineer,approved,6/11/2022 10:04,6/11/2022 10:04,selenium,TRUE, - ,TRUE,,,,
240,70000,LKR,2022,0_to_1,bachelors_degree,100_to_500, - ,approved,6/11/2022 10:08,6/11/2022 10:08,system_administration,FALSE,"I'm a UK degree holder but Person with disabilities (PwD). First everyone who start career in the IT need to complete the HND. During the time of studying the HND. Try to get the fundamental Professional Certification (Microsoft, RedHat, Linux, Cisco, AWS, Google, Java etc). After you should apply to internship if you have enough money to persue the Degree.

IT companies don't check your school Certification ",TRUE,,,,
241,2100,USD,2022,7_to_9,bachelors_degree,100_to_500,lead_devops_engineer,approved,6/11/2022 10:17,6/11/2022 10:17,cloud,TRUE,"Learn and move. Not too often, Not too late. ",TRUE,,,,
242,227500,LKR,2022,1_to_3,bachelors_degree,more_than_500,senior_devops_engineer,approved,6/11/2022 11:34,6/11/2022 11:34,cloud,FALSE, - ,TRUE,28,accurate,6/11/2022 13:41,6/11/2022 13:41
243,1865,AUD,2021,0_to_1,bachelors_degree,100_to_500,devops_engineer,approved,6/11/2022 12:42,6/11/2022 12:42,cloud,TRUE,"Be humble, Try to learn new tools and technologies and apply them wherever you can",TRUE,,,,
244,75000,LKR,2022,0_to_1,bachelors_degree,more_than_500,business_analyst,approved,6/11/2022 13:09,6/11/2022 13:09,.net,FALSE, - ,TRUE,,,,
245,45000,LKR,2022,1_to_3,bachelors_degree,more_than_500, - ,approved,6/11/2022 13:29,6/11/2022 13:29,it_infrastructure,FALSE, - ,TRUE,,,,
246,600000,LKR,2022,4_to_6,bachelors_degree,50_to_100,senior_software_engineer,approved,6/11/2022 13:38,6/11/2022 13:38,c++,TRUE, - ,TRUE,,,,
247,4300,USD,2022,10_to_14,bachelors_degree,100_to_500,tech_lead,approved,6/11/2022 13:43,6/11/2022 13:43,python,FALSE, - ,FALSE,,,,
248,210000,LKR,2022,0_to_1,bachelors_degree,more_than_500,software_engineer,approved,6/11/2022 14:26,6/11/2022 14:26,java,TRUE, - ,TRUE,,,,
249,150000,LKR,2022,0_to_1,bachelors_degree,more_than_500,associate_software_engineer,approved,6/11/2022 14:54,6/11/2022 14:54,java,FALSE, - ,TRUE,,,,
250,450000,LKR,2022,7_to_9,bachelors_degree,100_to_500,senior_technical_consultant,approved,6/11/2022 15:06,6/11/2022 15:06,cloud,FALSE,"Stay curious never settle
Networking is very important
Always think beyond srilanka",TRUE,,,,
251,1900,EUR,2022,4_to_6,bachelors_degree,50_to_100,senior_software_engineer,approved,6/11/2022 15:13,6/11/2022 15:13,python,TRUE,"Note: My role is ""Machine Learning Engineer"" and it's not included in the Designation drop-down list.

If you have a good ML background with good R&D skills, do not settle for lower salaries or let the tech companies pay you the usual salary they pay for an ""equivalent position""; for example, average software engineer salary for someone with equivalent YoE. During the negotiation, demand at least about 25% above the average software engineer salary in that company.

Good Machine Learning Engineers with the right skillset are hard to find and the companies are willing to pay extra.",TRUE,,,,
252,1592,USD,2022,0_to_1,bachelors_degree,more_than_500,software_engineer,approved,6/11/2022 15:37,6/11/2022 15:37,javascript,TRUE, - ,TRUE,33,fake,6/13/2022 5:16,6/13/2022 5:16
253,1592,USD,2022,0_to_1,bachelors_degree,more_than_500,software_engineer,approved,6/11/2022 15:37,6/11/2022 15:37,javascript,TRUE, - ,TRUE,32,fake,6/13/2022 5:16,6/13/2022 5:16
254,150000,LKR,2022,1_to_3,bachelors_degree,more_than_500,system_engineer,approved,6/11/2022 16:13,6/11/2022 16:13,system_administration,FALSE, - ,TRUE,,,,
255,1700,GBP,2022,7_to_9,bachelors_degree,50_to_100,lead_system_engineer,approved,6/11/2022 16:28,6/11/2022 16:28,it_infrastructure,FALSE, - ,TRUE,,,,
256,285000,LKR,2022,1_to_3,bachelors_degree,50_to_100,devops_engineer,approved,6/11/2022 16:38,6/11/2022 16:38,it_infrastructure,FALSE, - ,TRUE,,,,
257,277000,LKR,2022,1_to_3,bachelors_degree,20_to_50,devops_engineer,approved,6/11/2022 16:40,6/11/2022 16:40,cloud,FALSE, - ,TRUE,,,,
258,1600,USD,2022,4_to_6,bachelors_degree,100_to_500,senior_reliability_engineer,approved,6/11/2022 16:43,6/11/2022 16:43,it_infrastructure,TRUE, - ,TRUE,,,,
259,140000,LKR,2022,1_to_3,masters,more_than_500,senior_business_analyst,approved,6/11/2022 16:50,6/11/2022 16:50, - ,FALSE, - ,TRUE,,,,
260,200000,LKR,2022,4_to_6,bachelors_degree,10_to_20,senior_software_engineer,approved,6/11/2022 17:02,6/11/2022 17:02,reactjs,TRUE, - ,TRUE,,,,
261,2000,USD,2022,4_to_6,bachelors_degree,50_to_100,senior_business_analyst,approved,6/11/2022 17:13,6/11/2022 17:13, - ,TRUE, - ,TRUE,,,,
262,1000,AUD,2022,4_to_6,bachelors_degree,100_to_500,software_engineer,approved,6/11/2022 18:06,6/11/2022 18:06,android,TRUE, - ,TRUE,,,,
263,280000,LKR,2022,4_to_6,masters,more_than_500,associate_qa_lead,approved,6/11/2022 18:15,6/11/2022 18:15,selenium,FALSE, - ,TRUE,,,,
264,112000,LKR,2022,1_to_3,diploma,more_than_500,frontend_developer,approved,6/11/2022 19:10,6/11/2022 19:10,javascript,FALSE,"Work Smarter, not harder.",TRUE,29,accurate,6/11/2022 19:10,6/11/2022 19:10
265,380000,LKR,2022,7_to_9,masters,more_than_500,lead_system_engineer,approved,6/11/2022 19:47,6/11/2022 19:47,java,FALSE, - ,TRUE,,,,
266,1250,USD,2022,4_to_6,bachelors_degree,100_to_500,associate_tech_lead,approved,6/11/2022 20:45,6/11/2022 20:45,c#,TRUE,Looks like mine one very below of industry standards. But work hard and achieve more.,TRUE,,,,
267,210000,LKR,2022,1_to_3,masters, - ,software_engineer,approved,6/11/2022 22:07,6/11/2022 22:07,.net,FALSE, - ,TRUE,,,,
268,450000,LKR,2022,15+,bachelors_degree,100_to_500,associate_architect,approved,6/12/2022 1:03,6/12/2022 1:03,c++,TRUE, - ,TRUE,,,,
269,100000,LKR,2022,0_to_1,bachelors_degree,100_to_500,associate_software_engineer,approved,6/12/2022 1:15,6/12/2022 1:15,java,FALSE,Work hard. Experience makes everything.👍,TRUE,,,,
270,6000,USD,2022,15+,bachelors_degree,more_than_500,senior_development_manager,approved,6/12/2022 1:46,6/12/2022 1:46,java,TRUE, - ,TRUE,,,,
271,200000,LKR,2022,10_to_14,masters,50_to_100,senior_network_engineer,approved,6/12/2022 3:43,6/12/2022 3:43, - ,FALSE, - ,TRUE,,,,
272,1000,USD,2022,0_to_1,diploma,50_to_100,network_engineer,approved,6/12/2022 4:41,6/12/2022 4:41,networking,TRUE, - ,FALSE,,,,
273,210000,LKR,2022,0_to_1,bachelors_degree,more_than_500,associate_reliability_engineer,approved,6/12/2022 4:44,6/12/2022 4:44,python,FALSE, - ,TRUE,,,,
274,2100,LKR,2022,10_to_14,bachelors_degree,100_to_500,architect,rejected,6/12/2022 4:49,6/12/2022 17:46, - ,TRUE, - ,TRUE,,,,
275,200000,LKR,2022,0_to_1,bachelors_degree,more_than_500,ui_ux_engineer,approved,6/12/2022 4:54,6/12/2022 4:54, - ,FALSE, - ,TRUE,,,,
276,280000,LKR,2022,7_to_9,bachelors_degree,100_to_500,associate_qa_lead,approved,6/12/2022 5:46,6/12/2022 5:46,java,TRUE, - ,TRUE,,,,
277,120000,LKR,2022,0_to_1,bachelors_degree,more_than_500,software_engineer,approved,6/12/2022 5:49,6/12/2022 5:49,java,FALSE, - ,TRUE,,,,
278,75000,LKR,2022,1_to_3,higher_diploma,20_to_50,software_engineer,approved,6/12/2022 7:20,6/12/2022 7:20,reactjs,FALSE, - ,TRUE,,,,
279,500,USD,2022,0_to_1,diploma,50_to_100,software_engineer,approved,6/12/2022 7:37,6/12/2022 7:37,javascript,TRUE, - ,TRUE,,,,
280,2195,USD,2022,7_to_9,bachelors_degree,100_to_500,tech_lead,rejected,6/12/2022 8:09,6/12/2022 10:30,javascript,TRUE,"Keep the salary that you deserve in your mind and face interviews. If you are offered with lesser, do not accept it instead ask for feedback about your performance and work on the areas that you need to improve. Try harder in the next interview and never give up until you get your expectation. Practically most of the times you will achieve the target within couple of months as you become very stronger in terms of facing interviews and identifying the key points that you need to be prepared for.",TRUE,,,,
281,2195,USD,2022,7_to_9,bachelors_degree,100_to_500,tech_lead,approved,6/12/2022 8:09,6/12/2022 8:09,javascript,TRUE,"Keep the salary that you deserve in your mind and face interviews. If you are offered with lesser, do not accept it instead ask for feedback about your performance and work on the areas that you need to improve. Try harder in the next interview and never give up until you get your expectation. Practically most of the times you will achieve the target within couple of months as you become very stronger in terms of facing interviews and identifying the key points that you need to be prepared for.",TRUE,,,,
282,80000,LKR,2022,0_to_1,bachelors_degree,10_to_20,business_analyst,approved,6/12/2022 11:46,6/12/2022 11:46,java,FALSE, - ,TRUE,,,,
283,250000,LKR,2022,4_to_6,bachelors_degree,below_10,senior_software_engineer,approved,6/12/2022 11:53,6/12/2022 11:53,c#,FALSE, - ,TRUE,,,,
284,150000,LKR,2022,4_to_6,bachelors_degree,50_to_100, - ,approved,6/12/2022 12:03,6/12/2022 12:03, - ,FALSE, - ,TRUE,,,,
285,1658,USD,2022,1_to_3,bachelors_degree,more_than_500,devops_engineer,approved,6/12/2022 12:17,6/12/2022 12:17,cloud,TRUE, - ,TRUE,,,,
286,320000,LKR,2022,4_to_6,bachelors_degree,more_than_500,senior_devops_engineer,approved,6/12/2022 12:41,6/12/2022 12:41,cloud,FALSE, - ,TRUE,,,,
287,210000,LKR,2022,4_to_6,bachelors_degree,50_to_100,senior_business_analyst,approved,6/12/2022 13:02,6/12/2022 13:02,it_infrastructure,FALSE, - ,TRUE,,,,
288,3000,USD,2022,4_to_6,bachelors_degree,more_than_500,senior_system_engineer,approved,6/12/2022 13:37,6/12/2022 13:37, - ,FALSE,Don't be afraid to start with small salary if it gives you the opportunity to learn and grow than in a place doing same thing over and over or where you will be limited. Learn & do well in the job and then switch when the time and opportunity is right. ,FALSE,,,,
289,1100,USD,2022,1_to_3,bachelors_degree,100_to_500,ui_ux_engineer,approved,6/12/2022 13:39,6/12/2022 13:39, - ,TRUE,Negotiate. Always.,TRUE,,,,
